,Address,Long,Lat
516,"  ORANGE ST - GARFIELD ST, Missoula, MT",,
517,"401  Front Street, Missoula, MT",-113.99,46.87
518," S THIRD WEST, Missoula, MT",,
519,"  WYOMING ST., Missoula, MT",-114.04,46.87
520,"1108 W CENTRAL AVE, Missoula, MT",-114.09,46.85
521,"  CEDAR ST, Missoula, MT",-114.02,46.88
522,"  , Missoula, MT",-114.0,46.87
523,"  GRANT ST, Missoula, MT",-114.03,46.84
524,"  , Missoula, MT",-114.0,46.87
525,"  , Missoula, MT",-114.0,46.87
526,"  WYOMING ST, Missoula, MT",-114.04,46.87
527,"501 S RUSSELL ST, Missoula, MT",-114.02,46.87
528,"101  CAROUSEL DR, Missoula, MT",-114.0,46.87
529,"2300  BROOKS ST, Missoula, MT",-114.02,46.85
530,"2900  BROOKS ST, Missoula, MT",-114.02,46.84
531,"  , Missoula, MT",-114.0,46.87
532,"2515  BROOKS ST, Missoula, MT",-114.02,46.85
533,"1303-1327  DAKOTA ST, Missoula, MT",,
534,"1750  SOUTH AVE W, Missoula, MT",-114.02,46.85
535,"119 W CENTRAL AVE, Missoula, MT",-114.09,46.85
536,"555 S CATLIN ST, Missoula, MT",-114.02,46.87
537,"1600 S RUSSELL ST, Missoula, MT",-114.02,46.86
538,"  BROOKS ST & DORE LN, Missoula, MT",,
539,"3620-3680  RESERVE ST, Missoula, MT",,
540,"1137  MONTANA ST, Missoula, MT",-114.01,46.87
541,"1100  KENSINGTON AVE, Missoula, MT",-114.01,46.85
542,"  , Missoula, MT",-114.0,46.87
543,"  GARFIELD ST, Missoula, MT",-114.02,46.84
544,"  , Missoula, MT",-114.0,46.87
545,"  BURTON ST, Missoula, MT",-114.01,46.88
546,"1408  COOPER ST, Missoula, MT",-114.01,46.88
547,"  , Missoula, MT",-114.0,46.87
548,"4800  OLD GRANT CREEK RD., Missoula, MT",-114.04,46.91
549,"1760  BROOKS ST, Missoula, MT",-114.01,46.85
550,"1657  RIVER RD, Missoula, MT",-114.02,46.88
551,"534 E FRONT St, Missoula, MT",-113.99,46.87
552,"  , Missoula, MT",-114.0,46.87
553,"3700  BROOKS ST, Missoula, MT",-114.04,46.84
554,"1515  DEARBORN AVE, Missoula, MT",-114.02,46.85
555," W MARY AVE, Missoula, MT",-114.0,46.84
556,"  JOHNSON ST AND NORTH AV, Missoula, MT",,
557,"  JOHNSON ST AND NORTH AV, Missoula, MT",,
558,"  RESERVE ST, Missoula, MT",-114.04,46.87
559,"  GARFIELD/WYOMING ST., Missoula, MT",,
560,"  , Missoula, MT",-114.0,46.87
561,"2405  MCDONALD AVE, Missoula, MT",-114.04,46.84
562,"210 N CALIFORNIA ST, Missoula, MT",-114.01,46.87
563,"  BURTON ST, Missoula, MT",-114.01,46.88
564,"501 N CALIFORNIA ST, Missoula, MT",-114.01,46.88
565,"  AGNES ST, Missoula, MT",,
566,"1020  SOUTH AVE WEST, Missoula, MT",-114.01,46.85
567,"  , Missoula, MT",-114.0,46.87
568,"  , Missoula, MT",-114.0,46.87
569,"  CARAS DR, Missoula, MT",-114.0,46.87
570,"3750 100 CONSUMER DIRECT WAY, Missoula, MT",,
571,"411 W FRONT ST, Missoula, MT",-114.0,46.87
572,"  SOUTHGATE MALL, Missoula, MT",-114.03,46.85
573," W MARY AVE, Missoula, MT",-114.0,46.84
574," W MARY AVE, Missoula, MT",-114.0,46.84
575," W MARY AVE, Missoula, MT",-114.0,46.84
576,"2000  SOUTH AVE WEST, Missoula, MT",-114.03,46.85
577,"1720 N WYOMING ST, Missoula, MT",-114.04,46.87
578,"724  BURLINGTON AVE, Missoula, MT",-114.01,46.86
579,"  JOHNSON ST AND NORTH AV, Missoula, MT",,
580,"  , Missoula, MT",-114.0,46.87
581,"1900  STEPHENS AVE, Missoula, MT",-114.01,46.85
582,"  RUSSELL ST, Missoula, MT",-114.02,46.84
583,"1225  RODGERS ST, Missoula, MT",-114.02,46.89
584," S RESERVE ST, Missoula, MT",-114.04,46.87
585,"321 W BROADWAY, Missoula, MT",,
586,"1016 W BROADWAY, Missoula, MT",,
587,"  , Missoula, MT",-114.0,46.87
588,"  CLARK ST, Missoula, MT",-114.04,46.85
589,"  BROOKS ST, Missoula, MT",-114.04,46.83
590,"920  KENSINGTON AVE, Missoula, MT",-114.01,46.85
591,"  MARY AV & CLARK ST, Missoula, MT",,
592,"3000  BROOKS , Missoula, MT",,
593,"  CALIFORNIA ST, Missoula, MT",-114.01,46.88
594,"202 E MAIN ST, Missoula, MT",-113.99,46.87
595,"100  CONSUMER DIRECT WAY, Missoula, MT",-114.03,46.91
596,"  DORE LN/BROOKS ST, Missoula, MT",,
597,"1657  RIVER RD, Missoula, MT",-114.02,46.88
598,"503 E FRONT ST, Missoula, MT",-113.99,46.87
599,"1515  DEARBORN AVE, Missoula, MT",-114.02,46.85
600," E MARY AVE, Missoula, MT",-114.03,46.84
601,"1515-1519  SOUTH AVE, Missoula, MT",-114.0,46.87
602,"  FRONT & HIGGINS, Missoula, MT",-114.0,46.87
603,"  , Missoula, MT",-114.0,46.87
604,"1101  BURLINGTON AVE, Missoula, MT",-114.01,46.86
605,"1717  MONTANA ST, Missoula, MT",-114.02,46.87
606,"1055  MOUNT AVE, Missoula, MT",-114.01,46.86
607,"2300  JOHNSON ST, Missoula, MT",-114.03,46.85
608,"2300  JOHNSON ST, Missoula, MT",-114.03,46.85
609,"2300  JOHNSON ST, Missoula, MT",-114.03,46.85
610,"830 W CENTRAL AVE, Missoula, MT",-114.09,46.85
611,"101 N  CATLIN ST, Missoula, MT",-114.02,46.87
612,"301  FRONT ST, Missoula, MT",-113.99,46.87
613,"1605  STEPHENS AVE, Missoula, MT",-114.01,46.86
614,"110 N HIGGINS AVE, Missoula, MT",-114.0,46.87
615,"  BURTON ST/CLARK FORK RIVER, Missoula, MT",,
616,"  PINE ST, Missoula, MT",-113.99,46.87
617,"3111  GRANT ST, Missoula, MT",-114.03,46.84
618,"  , Missoula, MT",-114.0,46.87
619,"101  CAROUSEL DR, Missoula, MT",-114.0,46.87
620,"2505 S RUSSELL, Missoula, MT",,
621,"Silver Park  , Missoula, MT",-114.01,46.87
622,"120 N  HIGGINS AVE, Missoula, MT",-113.99,46.87
623,"1225  RODGERS ST, Missoula, MT",-114.02,46.89
624,"1427 W BROADWAY, Missoula, MT",,
625,"3620  BROOKS ST, Missoula, MT",-114.03,46.84
626,"3601 & 3611  BROOKS ST, Missoula, MT",-114.04,46.83
627,"201 S CATLIN ST, Missoula, MT",-114.02,46.87
628,"2505  GARFIELD ST, Missoula, MT",-114.02,46.85
629,"  BURTON ST, Missoula, MT",-114.01,46.88
630,"1615  WYOMING, Missoula, MT",-114.02,46.87
631,"  WYOMING ST, Missoula, MT",-114.04,46.87
632,"1901  MAPLE ST, Missoula, MT",-114.02,46.88
633,"175  PATTEE ST, Missoula, MT",-113.99,46.87
634,"2126 & 2148  DIXON AV, Missoula, MT",,
635,"2700   PAXON, Missoula, MT",,
636,"235 N RUSSELL ST, Missoula, MT",-114.02,46.87
637,"101 N CATLIN ST, Missoula, MT",-114.02,46.87
638,"2000  CEMETERY RD, Missoula, MT",-114.02,46.89
639,"  , Missoula, MT",-114.0,46.87
640,"2000  MAPLE ST, Missoula, MT",-114.02,46.88
641,"2700  PAXSON ST, Missoula, MT",-114.03,46.84
642,"304  LEVASSEUR, Missoula, MT",-113.99,46.87
643,"  Clark Fork River, Missoula, MT",-113.98,46.87
644,"1101  SOUTH AVE WEST, Missoula, MT",-114.02,46.85
645,"1720  WYOMING ST, Missoula, MT",-114.02,46.87
646,"  , Missoula, MT",-114.0,46.87
647,"1919  NORTH AVE W, Missoula, MT",-114.03,46.85
648,"1835  NORTH AVE W, Missoula, MT",-114.03,46.85
649," W MAIN ST, Missoula, MT",-114.0,46.87
650,"  SCOTT ST, Missoula, MT",-114.01,46.88
651," S RESERVE ST, Missoula, MT",-114.04,46.87
652,"1200-1210 W KENT AVE, Missoula, MT",-114.02,46.85
653,"127 E MAIN ST, Missoula, MT",-113.99,46.87
654,"  SOUTH 2ND AND 3RD STREETS WEST, Missoula, MT",,
655,"  VARIOUS STREETS, Missoula, MT",,
656,"201 E MAIN ST, Missoula, MT",-113.99,46.87
657,"1800 S THIRD WEST, Missoula, MT",,
658,"3100  BROOKS ST, Missoula, MT",-114.03,46.84
659,"  FRONT & MAIN  STREETS BETWEEN MADISON AND ORANGE STREETS , Missoula, MT",,
660,"1930  SOUTH AVE WEST, Missoula, MT",-114.03,46.85
661,"1502  DEARBORN AVE, Missoula, MT",-114.02,46.85
662,"  SCOTT ST, Missoula, MT",-114.01,46.88
663,"1900 W BROADWAY, Missoula, MT",,
664,"  INEZ, SOUTH 1ST & 2ND STREETS WEST, Missoula, MT",,
665,"  VARIOUS STREETS, Missoula, MT",,
666,"1315  RODGERS ST, Missoula, MT",-114.01,46.89
667,"1418 S 2nd Street West, Missoula, MT",-114.02,46.87
668,"903 S 1st Street West, Missoula, MT",-114.01,46.87
669,"1205 W  Broadway St., Missoula, MT",-114.01,46.88
670,"  BROOKS ST, Missoula, MT",-114.04,46.83
671,"525  BURTON ST, Missoula, MT",-114.01,46.88
672,"500  BURTON ST, Missoula, MT",-114.01,46.88
673,"123  Carousel Dr, Missoula, MT",-114.0,46.87
674,"900  South Avenue, Missoula, MT",-114.0,46.86
675,"  , Missoula, MT",-114.0,46.87
676,"  Kent Avenue, Missoula, MT",-114.02,46.85
677,"1417 S 2nd Street West, Missoula, MT",-114.02,46.87
678,"  , Missoula, MT",-114.0,46.87
679,"140 N RUSSELL ST, Missoula, MT",-114.02,46.87
680,"  , Missoula, MT",-114.0,46.87
681,"435  RYMAN ST, Missoula, MT",-113.99,46.87
682,"1600  Otis St., Missoula, MT",-114.01,46.89
683,"  Old Sawmill District, Missoula, MT",,
684,"  FRONT/MAIN, Missoula, MT",,
685,"124 N Higgins Avenue, Missoula, MT",-113.99,46.87
686,"  MULLAN RD AT MAPLE ST, Missoula, MT",,
687,"  , Missoula, MT",-114.0,46.87
688,"1100  OTIS ST, Missoula, MT",-114.01,46.89
